Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Dec 30 2024 13:43:48,121,114,209,488,2.34,0.058,0.018,0.018,4,1,0.9416,0.9817,0.9817,-0.0401,-0.0772,to make noise (about a dog)
Dec 30 2024 13:48:53,147,114,215,120,0.56,0.081,0.695,0.762,3,1,0.9192,0.3051,0.2384,0.6808,0.788,a thick covering of hair on the chin and cheeks in males
Dec 30 2024 13:49:11,184,114,202,121,0.6,0.104,0.695,0.804,3,1,0.8963,0.3051,0.1959,0.7004,0.765,a little_ new-born child
Dec 30 2024 13:49:18,116,114,222,155,0.7,0.126,0.695,0.833,3,1,0.8741,0.3051,0.1666,0.7075,0.7362,a short story intended to make people laugh
Dec 31 2024 07:45:52,136,115,214,137,0.64,0.145,0.693,0.854,3,1,0.8552,0.3067,0.1458,0.7094,0.71,such that is not wanted or desired
Dec 31 2024 07:46:06,141,115,243,139,0.57,0.165,0.693,0.871,3,1,0.8352,0.3067,0.1292,0.706,0.6809,that what is eaten
Dec 31 2024 07:46:16,164,115,234,144,0.61,0.183,0.693,0.884,3,1,0.8165,0.3067,0.1162,0.7004,0.6533,a period in which one does not go to work (esp. in summer)
Dec 31 2024 07:46:21,451,115,251,183,0.73,0.201,0.693,0.894,3,1,0.7992,0.3067,0.1056,0.6936,0.6275,Hi!
Dec 31 2024 07:46:24,168,115,224,197,0.88,0.217,0.693,0.903,3,1,0.783,0.3067,0.0968,0.6862,0.6037,to fall in drops
Dec 31 2024 07:46:28,190,115,226,206,0.91,0.232,0.693,0.911,3,1,0.7681,0.3067,0.0895,0.6786,0.582,a large_ self-service shop
Dec 31 2024 07:46:32,182,115,243,158,0.65,0.246,0.693,0.917,3,1,0.7543,0.3067,0.0832,0.671,0.562,See you!
Dec 31 2024 07:46:37,158,115,246,170,0.69,0.259,0.693,0.922,3,1,0.7415,0.3067,0.0778,0.6636,0.5437,a cotton or woolen covering for a foot
Dec 31 2024 07:46:47,149,115,226,204,0.9,0.27,0.693,0.927,3,1,0.7296,0.3067,0.0731,0.6564,0.5269,such that may serve as an example (e.g. problem)
Dec 31 2024 07:46:53,183,115,264,200,0.76,0.281,0.693,0.931,3,1,0.7185,0.3067,0.069,0.6495,0.5115,a building with 1-3 storeys_ usu. for one family
Apr 18 2025 19:29:41,209,108,251,130,0.52,0.314,0.707,0.937,3,1,0.6855,0.2928,0.0626,0.623,0.466,to pass from wakefulness to sleep
Apr 18 2025 19:29:49,22019,108,254,184,0.72,0.324,0.707,0.941,3,1,0.6759,0.2927,0.0594,0.6164,0.4533,to become sick because of a cold virus
Apr 18 2025 19:29:53,557948,104,250,219,0.88,0.347,0.718,0.945,3,1,0.6531,0.2824,0.0548,0.5983,0.4235,such that is having power
Apr 18 2025 19:30:01,201,108,244,178,0.73,0.342,0.708,0.946,3,1,0.6585,0.2922,0.054,0.6045,0.4307,a large sweeping brush with a long handle
Apr 19 2025 11:27:09,546,109,9,1,0.13,0.346,0.706,0.948,1,0,0.346,0.7063,0.948,-0.602,-0.779,the name that follows the first name
Apr 19 2025 11:27:15,327,109,9,1,0.11,0.353,0.706,0.948,1,0,0.3533,0.7058,0.9479,-0.5946,-0.7737,a person who founded sth
Apr 19 2025 11:27:30,173,105,258,421,1.63,0.374,0.011,0.011,4,1,0.6261,0.9893,0.9893,-0.3632,-0.5867,such that is worth nothing
Apr 19 2025 11:27:37,441,109,250,202,0.81,0.367,0.706,0.95,3,1,0.6333,0.2937,0.0499,0.5834,0.3986,to hit sth
Apr 24 2025 19:24:58,546,5,8,8,0.99,0.953,0.57,0.57,3,1,0.0471,0.4298,0.4298,-0.3827,-0.1825,the name that follows the first name
Apr 24 2025 19:24:59,327,5,8,7,0.88,0.954,0.57,0.57,3,1,0.0464,0.4298,0.4298,-0.3834,-0.1826,a person who founded sth
Apr 24 2025 19:25:00,455964,114,270,191,0.71,0.411,0.694,0.95,3,1,0.5891,0.3056,0.0498,0.5394,0.3446,the surface of a room on which one stands
Apr 24 2025 19:25:01,3714,114,290,224,0.77,0.415,0.694,0.952,3,1,0.5852,0.3062,0.048,0.5372,0.3402,a man to whom a woman is engaged
Apr 24 2025 19:25:04,481,114,290,167,0.58,0.419,0.694,0.954,3,1,0.5815,0.3062,0.0463,0.5352,0.336,to move along in water (e.g. about a fish)
Apr 24 2025 19:25:07,208,114,291,268,0.92,0.422,0.694,0.955,3,1,0.578,0.3062,0.0448,0.5332,0.332,a lever or knob for opening a door
Apr 24 2025 19:25:11,412,114,274,237,0.86,0.425,0.694,0.957,3,1,0.5746,0.3056,0.0433,0.5314,0.3283,to look for sth
